batsmen,dismissed,runs_scored,balls_faced,minutes_played,fours,sixes,strike_rate,team,match_name,innings,scorecard_id
Jeremy Solozano,b Salmon,26,75,0,5,0,34.66,Windward Islands,1st-Match,1st,1419859
Johann Jeremiah,c Brown b Salmon,80,149,0,11,1,53.69,Windward Islands,1st-Match,1st,1419859
Sunil Ambris,c Mansingh b Salmon,45,76,0,6,1,59.21,Windward Islands,1st-Match,1st,1419859
Tevyn Walcott,c Morrison b Gordon Bryan,20,56,0,3,0,35.71,Windward Islands,1st-Match,1st,1419859
Shadrack Descarte,c Morrison b Gordon Bryan,1,9,0,0,0,11.11,Windward Islands,1st-Match,1st,1419859
Shamar Springer,c & b Gordon Bryan,72,131,0,7,0,54.96,Windward Islands,1st-Match,1st,1419859
Ryan John,c Green b Gordon Bryan,57,85,0,5,3,67.05,Windward Islands,1st-Match,1st,1419859
Shermon Lewis,c Blackwood b Mindley,0,22,0,0,0,0.0,Windward Islands,1st-Match,1st,1419859
Kenneth Dember,not out,0,1,0,0,0,0.0,Windward Islands,1st-Match,1st,1419859
Darius Martin,c Blackwood b Mindley,0,1,0,0,0,0.0,Windward Islands,1st-Match,1st,1419859
Chadwick Walton,b Martin,20,29,0,4,0,68.96,Jamaica,1st-Match,2nd,1419859
Carlos Brown,c Springer b Martin,0,3,0,0,0,0.0,Jamaica,1st-Match,2nd,1419859
Kirk McKenzie,c John b Martin,0,3,0,0,0,0.0,Jamaica,1st-Match,2nd,1419859
Nkrumah Bonner,lbw b Springer,45,77,0,7,0,58.44,Jamaica,1st-Match,2nd,1419859
Jermaine Blackwood,c Springer b John,16,25,0,2,0,64.0,Jamaica,1st-Match,2nd,1419859
Gordon Bryan,c & b Dember,31,102,0,4,1,30.39,Jamaica,1st-Match,2nd,1419859
Abhijai Mansingh,c Ambris b Descarte,11,49,0,0,0,22.44,Jamaica,1st-Match,2nd,1419859
Romaine Morrison,c Dember b Springer,68,76,0,7,2,89.47,Jamaica,1st-Match,2nd,1419859
Pete Salmon,b Dember,15,31,0,0,1,48.38,Jamaica,1st-Match,2nd,1419859
Derval Green,c Solozano b Martin,7,36,0,0,0,19.44,Jamaica,1st-Match,2nd,1419859
Marquino Mindley,not out,5,17,0,0,0,29.41,Jamaica,1st-Match,2nd,1419859
Kimani Melius,c Morrison b Mindley,4,9,0,1,0,44.44,Windward Islands,1st-Match,2nd,1419859
Jeremy Solozano,not out,29,45,0,5,0,64.44,Windward Islands,1st-Match,2nd,1419859
Johann Jeremiah,not out,22,42,0,5,0,52.38,Windward Islands,1st-Match,2nd,1419859
Matthew Breetzke,lbw b Cook,12,10,19,2,0,120.0,Durban's Super Giants,2-Qualifier,1st,1392684
Quinton de Kock,b Burger,23,17,22,5,0,135.29,Durban's Super Giants,2-Qualifier,1st,1392684
JJ Smuts,c Ferreira b Galiem,11,12,15,2,0,91.66,Durban's Super Giants,2-Qualifier,1st,1392684
Bhanuka Rajapaksa,c Burger b Bracewell,35,23,33,6,0,152.17,Durban's Super Giants,2-Qualifier,1st,1392684
Heinrich Klaasen,c Bracewell b Burger,74,30,52,3,7,246.66,Durban's Super Giants,2-Qualifier,1st,1392684
Wiaan Mulder,not out,50,23,38,3,3,217.39,Durban's Super Giants,2-Qualifier,1st,1392684
Dwaine Pretorius,b Bracewell,3,4,5,0,0,75.0,Durban's Super Giants,2-Qualifier,1st,1392684
Keshav Maharaj,not out,1,1,2,0,0,100.0,Durban's Super Giants,2-Qualifier,1st,1392684
Faf du Plessis,c de Kock b Naveen-ul-Haq,3,7,7,0,0,42.85,Joburg Super Kings,2-Qualifier,1st,1392684
Leus du Plooy,c Naveen-ul-Haq b Topley,10,7,14,2,0,142.85,Joburg Super Kings,2-Qualifier,1st,1392684
Reeza Hendricks,c Klaasen b Pretorius,27,24,56,2,1,112.5,Joburg Super Kings,2-Qualifier,1st,1392684
Sibonelo Makhanya,c de Kock b Mulder,11,8,12,2,0,137.5,Joburg Super Kings,2-Qualifier,1st,1392684
Moeen Ali,b Pretorius,30,26,28,4,1,115.38,Joburg Super Kings,2-Qualifier,1st,1392684
Donovan Ferreira,c Klaasen b Naveen-ul-Haq,24,12,12,3,1,200.0,Joburg Super Kings,2-Qualifier,1st,1392684
Doug Bracewell,c Klaasen b Dala,23,12,22,3,1,191.66,Joburg Super Kings,2-Qualifier,1st,1392684
Dayyaan Galiem,c Naveen-ul-Haq b Dala,1,3,4,0,0,33.33,Joburg Super Kings,2-Qualifier,1st,1392684
Sam Cook,c & b Dala,0,1,1,0,0,0.0,Joburg Super Kings,2-Qualifier,1st,1392684
Nandre Burger,b Dala,1,4,15,0,0,25.0,Joburg Super Kings,2-Qualifier,1st,1392684
Imran Tahir,not out,1,2,3,0,0,50.0,Joburg Super Kings,2-Qualifier,1st,1392684
James Vince,c Fletcher b Mousley,59,41,53,7,1,143.9,Gulf Giants,26th-Match,1st,1406914
Jordan Cox,lbw b Viyaskanth,2,5,20,0,0,40.0,Gulf Giants,26th-Match,1st,1406914
Chris Lynn,b Waqar Salamkheil,16,17,14,2,0,94.11,Gulf Giants,26th-Match,1st,1406914
Shimron Hetmyer,b Waqar Salamkheil,2,6,5,0,0,33.33,Gulf Giants,26th-Match,1st,1406914
Gerhard Erasmus,c Fletcher b Smith,7,5,6,1,0,140.0,Gulf Giants,26th-Match,1st,1406914
Jamie Smith,not out,43,26,39,4,2,165.38,Gulf Giants,26th-Match,1st,1406914
Jamie Overton,c Boult b Waqar Salamkheil,5,9,13,0,0,55.55,Gulf Giants,26th-Match,1st,1406914
Dominic Drakes,run out (Muhammad Rohid/Boult),8,6,7,0,1,133.33,Gulf Giants,26th-Match,1st,1406914
Chris Jordan,not out,9,5,12,1,0,180.0,Gulf Giants,26th-Match,1st,1406914
Kusal Perera,c Vince b Muzarabani,34,25,46,5,0,136.0,MI Emirates,26th-Match,1st,1406914
Muhammad Waseem,c Cox b Erasmus,7,12,13,0,0,58.33,MI Emirates,26th-Match,1st,1406914
Andre Fletcher,c Hetmyer b Jordan,11,10,9,2,0,110.0,MI Emirates,26th-Match,1st,1406914
Ambati Rayudu,c Jordan b Aayan Afzal Khan,1,6,6,0,0,16.66,MI Emirates,26th-Match,1st,1406914
Dan Mousley,run out (Overton),11,10,18,1,0,110.0,MI Emirates,26th-Match,1st,1406914
Kieron Pollard,c Muzarabani b Jordan,40,31,40,3,1,129.03,MI Emirates,26th-Match,1st,1406914
Odean Smith,c Cox b Overton,12,15,31,0,0,80.0,MI Emirates,26th-Match,1st,1406914
Jordan Thompson,not out,26,9,14,3,2,288.88,MI Emirates,26th-Match,1st,1406914
Vijayakanth Viyaskanth,not out,1,2,7,0,0,50.0,MI Emirates,26th-Match,1st,1406914
Shamyl Hussain,c Peake b Straker,17,23,38,3,0,73.91,Pakistan Under-19s,2nd-Semi-Final,1st,1399763
Shahzaib Khan,c Weibgen b Vidler,4,30,45,0,0,13.33,Pakistan Under-19s,2nd-Semi-Final,1st,1399763
Azan Awais,c Hicks b Straker,52,91,125,3,0,57.14,Pakistan Under-19s,2nd-Semi-Final,1st,1399763
Saad Baig,c Dixon b Straker,3,11,22,0,0,27.27,Pakistan Under-19s,2nd-Semi-Final,1st,1399763
Ahmad Hassan,lbw b MacMillan,4,18,16,0,0,22.22,Pakistan Under-19s,2nd-Semi-Final,1st,1399763
Haroon Arshad,b Beardman,8,27,29,0,0,29.62,Pakistan Under-19s,2nd-Semi-Final,1st,1399763
Arafat Minhas,c Peake b Campbell,52,61,66,9,0,85.24,Pakistan Under-19s,2nd-Semi-Final,1st,1399763
Naveed Ahmed Khan,not out,9,21,38,0,0,42.85,Pakistan Under-19s,2nd-Semi-Final,1st,1399763
Ubaid Shah,c Dixon b Straker,6,5,8,1,0,120.0,Pakistan Under-19s,2nd-Semi-Final,1st,1399763
Mohammad Zeeshan,b Straker,4,6,9,1,0,66.66,Pakistan Under-19s,2nd-Semi-Final,1st,1399763
Ali Raza,b Straker,0,1,1,0,0,0.0,Pakistan Under-19s,2nd-Semi-Final,1st,1399763
Harry Dixon,b Arafat Minhas,50,75,113,5,0,66.66,Australia Under-19s,2nd-Semi-Final,1st,1399763
Sam Konstas,b Ali Raza,14,31,44,2,0,45.16,Australia Under-19s,2nd-Semi-Final,1st,1399763
Hugh Weibgen,c Haroon Arshad b Naveed Ahmed Khan,4,12,14,0,0,33.33,Australia Under-19s,2nd-Semi-Final,1st,1399763
Harjas Singh,run out (Arafat Minhas/Saad Baig),5,6,8,0,0,83.33,Australia Under-19s,2nd-Semi-Final,1st,1399763
Ryan Hicks,b Ubaid Shah,0,1,3,0,0,0.0,Australia Under-19s,2nd-Semi-Final,1st,1399763
Oliver Peake,c Saad Baig b Ali Raza,49,75,100,3,0,65.33,Australia Under-19s,2nd-Semi-Final,1st,1399763
Tom Campbell,b Arafat Minhas,25,42,43,2,0,59.52,Australia Under-19s,2nd-Semi-Final,1st,1399763
Raf MacMillan,not out,19,29,59,2,0,65.51,Australia Under-19s,2nd-Semi-Final,1st,1399763
Tom Straker,c Saad Baig b Ali Raza,3,14,17,0,0,21.42,Australia Under-19s,2nd-Semi-Final,1st,1399763
Mahli Beardman,b Ali Raza,0,3,2,0,0,0.0,Australia Under-19s,2nd-Semi-Final,1st,1399763
Callum Vidler,not out,2,9,20,0,0,22.22,Australia Under-19s,2nd-Semi-Final,1st,1399763
Kushal Bhurtel,st Movva b Saad Bin Zafar,62,58,0,9,1,106.89,Nepal,1st-ODI,1st,1420220
Aasif Sheikh,c Dhaliwal b Bhagwan,8,24,0,0,0,33.33,Nepal,1st-ODI,1st,1420220
Rohit Paudel,c Thaker b Sohi,8,17,0,1,0,47.05,Nepal,1st-ODI,1st,1420220
Bhim Sharki,lbw b Saad Bin Zafar,17,26,0,2,0,65.38,Nepal,1st-ODI,1st,1420220
Kushal Malla,c Kirton b Thaker,20,32,0,1,1,62.5,Nepal,1st-ODI,1st,1420220
Aarif Sheikh,b Bhagwan,38,50,0,4,0,76.0,Nepal,1st-ODI,1st,1420220
Pawan Sarraf,lbw b Shahid Ahmadzai,15,34,0,1,0,44.11,Nepal,1st-ODI,1st,1420220
Sompal Kami,c Pargat Singh b Bhagwan,27,23,0,1,2,117.39,Nepal,1st-ODI,1st,1420220
Surya Tamang,not out,10,32,0,0,0,31.25,Nepal,1st-ODI,1st,1420220
Rijan Dhakal,c Shahid Ahmadzai b Sohi,4,4,0,0,0,100.0,Nepal,1st-ODI,1st,1420220
Lalit Rajbanshi,run out (Kirton/Movva),1,1,0,0,0,100.0,Nepal,1st-ODI,1st,1420220
Aaron Johnson,lbw b Sompal Kami,20,15,0,3,1,133.33,Canada,1st-ODI,1st,1420220
Navneet Dhaliwal,c Aarif Sheikh b Dhakal,6,10,0,1,0,60.0,Canada,1st-ODI,1st,1420220
Pargat Singh,c Rajbanshi b Paudel,50,58,0,9,0,86.2,Canada,1st-ODI,1st,1420220
Nicholas Kirton,b Sarraf,68,99,0,7,0,68.68,Canada,1st-ODI,1st,1420220
Harsh Thaker,b Kushal Malla,32,43,0,3,0,74.41,Canada,1st-ODI,1st,1420220
Shreyas Movva,c Sompal Kami b Paudel,1,12,0,0,0,8.33,Canada,1st-ODI,1st,1420220
Saad Bin Zafar,lbw b Rajbanshi,7,17,0,0,0,41.17,Canada,1st-ODI,1st,1420220
Uday Bhagwan,b Paudel,6,13,0,1,0,46.15,Canada,1st-ODI,1st,1420220
Dillon Heyliger,lbw b Rajbanshi,2,3,0,0,0,66.66,Canada,1st-ODI,1st,1420220
Shahid Ahmadzai,not out,8,16,0,1,0,50.0,Canada,1st-ODI,1st,1420220
Ishwarjot Sohi,b Paudel,0,2,0,0,0,0.0,Canada,1st-ODI,1st,1420220
Max Bryant,b Webster,32,50,0,4,0,64.0,Queensland,18th-Match,1st,1391818
Ben McDermott,c Wakim b Meredith,6,16,0,0,0,37.5,Queensland,18th-Match,1st,1391818
Matt Renshaw,c Meredith b Webster,16,28,0,1,0,57.14,Queensland,18th-Match,1st,1391818
Jack Clayton,b Rogers,24,38,0,1,0,63.15,Queensland,18th-Match,1st,1391818
Hugo Burdon,c Carlisle b Meredith,17,23,0,2,0,73.91,Queensland,18th-Match,1st,1391818
Jimmy Peirson,c Silk b Carlisle,22,25,0,2,0,88.0,Queensland,18th-Match,1st,1391818
Jack Wildermuth,c Wakim b Dooley,9,22,0,0,0,40.9,Queensland,18th-Match,1st,1391818
Gurinder Sandhu,c Jewell b Carlisle,0,1,0,0,0,0.0,Queensland,18th-Match,1st,1391818
Mark Steketee,c Webster b Carlisle,2,4,0,0,0,50.0,Queensland,18th-Match,1st,1391818
Liam Guthrie,lbw b Dooley,4,5,0,0,0,80.0,Queensland,18th-Match,1st,1391818
Matthew Kuhnemann,not out,1,1,0,0,0,100.0,Queensland,18th-Match,1st,1391818
Caleb Jewell,c Peirson b Steketee,61,68,0,9,0,89.7,Tasmania,18th-Match,1st,1391818
Jake Weatherald,b Wildermuth,5,6,0,1,0,83.33,Tasmania,18th-Match,1st,1391818
Charlie Wakim,c Wildermuth b Sandhu,18,15,0,2,1,120.0,Tasmania,18th-Match,1st,1391818
Jordan Silk,c McDermott b Guthrie,3,12,0,0,0,25.0,Tasmania,18th-Match,1st,1391818
Macalister Wright,lbw b Kuhnemann,36,45,0,3,2,80.0,Tasmania,18th-Match,1st,1391818
Beau Webster,not out,20,17,0,1,1,117.64,Tasmania,18th-Match,1st,1391818
Mitchell Owen,not out,4,1,0,1,0,400.0,Tasmania,18th-Match,1st,1391818
Jake Fraser-McGurk,c Merlo b O'Neill,6,8,0,1,0,75.0,South Australia,17th-Match,1st,1391817
Henry Hunt,c Harper b Siddle,5,9,0,1,0,55.55,South Australia,17th-Match,1st,1391817
Jake Winter,c Harper b Sutherland,24,32,0,4,0,75.0,South Australia,17th-Match,1st,1391817
Nathan McSweeney,c Harper b Elliott,40,38,0,7,0,105.26,South Australia,17th-Match,1st,1391817
Thomas Kelly,c Harris b O'Neill,13,32,0,0,0,40.62,South Australia,17th-Match,1st,1391817
Harry Nielsen,c Sutherland b Murphy,61,86,0,4,0,70.93,South Australia,17th-Match,1st,1391817
Ben Manenti,c Rogers b Siddle,5,10,0,0,0,50.0,South Australia,17th-Match,1st,1391817
Henry Thornton,lbw b O'Neill,0,2,0,0,0,0.0,South Australia,17th-Match,1st,1391817
Harry Conway,not out,43,67,0,4,0,64.17,South Australia,17th-Match,1st,1391817
Jordan Buckingham,c Sutherland b Elliott,8,8,0,1,0,100.0,South Australia,17th-Match,1st,1391817
Lloyd Pope,not out,4,8,0,0,0,50.0,South Australia,17th-Match,1st,1391817
Thomas Rogers,c Thornton b Buckingham,67,87,0,7,2,77.01,Victoria,17th-Match,1st,1391817
Nic Maddinson,c Kelly b Thornton,54,53,0,7,1,101.88,Victoria,17th-Match,1st,1391817
Marcus Harris,c Kelly b Conway,43,43,0,1,1,100.0,Victoria,17th-Match,1st,1391817
Peter Handscomb,c Conway b Thornton,17,28,0,2,1,60.71,Victoria,17th-Match,1st,1391817
Will Sutherland,c Nielsen b Buckingham,23,18,0,1,1,127.77,Victoria,17th-Match,1st,1391817
Sam Harper,b Conway,1,2,0,0,0,50.0,Victoria,17th-Match,1st,1391817
Jonathan Merlo,not out,14,10,0,1,1,140.0,Victoria,17th-Match,1st,1391817
Fergus O'Neill,c Kelly b Buckingham,0,2,0,0,0,0.0,Victoria,17th-Match,1st,1391817
Sam Elliott,not out,8,22,0,1,0,36.36,Victoria,17th-Match,1st,1391817
Martin Coetzee,c Khizar Hayat b Syed Aziz,5,8,0,1,0,62.5,Hong Kong,2nd-ODI,1st,1418537
Anshy Rath,c Syazrul Idrus b Khizar Hayat,57,52,0,7,0,109.61,Hong Kong,2nd-ODI,1st,1418537
Nizakat Khan,lbw b Virandeep Singh,63,70,0,5,1,90.0,Hong Kong,2nd-ODI,1st,1418537
Babar Hayat,b Virandeep Singh,37,23,0,3,2,160.86,Hong Kong,2nd-ODI,1st,1418537
Aizaz Khan,not out,62,28,0,8,2,221.42,Hong Kong,2nd-ODI,1st,1418537
Yasim Murtaza,c Ahmed Aqeel b Khizar Hayat,9,8,0,0,1,112.5,Hong Kong,2nd-ODI,1st,1418537
Zeeshan Ali,c Khizar Hayat b Muhammad Wafiq,3,4,0,0,0,75.0,Hong Kong,2nd-ODI,1st,1418537
Nasrulla Rana,c & b Muhammad Wafiq,0,2,0,0,0,0.0,Hong Kong,2nd-ODI,1st,1418537
Dan Pascoe,c Ainool Hafizs b Muhammad Wafiq,0,1,0,0,0,0.0,Hong Kong,2nd-ODI,1st,1418537
Sheryar Khan,not out,6,8,0,0,0,75.0,Hong Kong,2nd-ODI,1st,1418537
Syed Aziz,lbw b Nasrulla Rana,19,33,0,1,1,57.57,Malaysia,2nd-ODI,1st,1418537
Virandeep Singh,b Shukla,6,12,0,1,0,50.0,Malaysia,2nd-ODI,1st,1418537
Sharvin Muniandy,c Zeeshan Ali b Nasrulla Rana,7,16,0,1,0,43.75,Malaysia,2nd-ODI,1st,1418537
Ahmad Faiz,c Nizakat Khan b Pascoe,33,50,0,3,0,66.0,Malaysia,2nd-ODI,1st,1418537
Muhamad Syahadat,lbw b Yasim Murtaza,9,5,0,2,0,180.0,Malaysia,2nd-ODI,1st,1418537
Zubaidi Zulkifle,lbw b Yasim Murtaza,0,1,0,0,0,0.0,Malaysia,2nd-ODI,1st,1418537
Ahmed Aqeel,c Anshuman Rath b Yasim Murtaza,15,20,0,2,0,75.0,Malaysia,2nd-ODI,1st,1418537
Khizar Hayat,c Nasrulla Rana b Yasim Murtaza,0,1,0,0,0,0.0,Malaysia,2nd-ODI,1st,1418537
Ainool Hafizs,lbw b Yasim Murtaza,2,6,0,0,0,33.33,Malaysia,2nd-ODI,1st,1418537
Syazrul Idrus,not out,4,5,0,1,0,80.0,Malaysia,2nd-ODI,1st,1418537
Muhammad Wafiq,b Babar Hayat,12,7,0,3,0,171.42,Malaysia,2nd-ODI,1st,1418537
