batsmen,wicket,runs_scored,balls_faced,minutes_played,fours,sixes,strike_rate,country,match_name,scorecard_id
batsmen,wicket,runs_scored,balls_faced,minutes_played,fours,sixes,strike_rate,country,match_name,scorecard_id
David Warner,c & b Kuldeep Yadav,41,52,76,6,0,78.84,Australia,5th-Match,1384396
Mitchell Marsh,c Kohli b Bumrah,0,6,11,0,0,0.0,Australia,5th-Match,1384396
Steven Smith,b Jadeja,46,71,112,5,0,64.78,Australia,5th-Match,1384396
Marnus Labuschagne,c Rahul b Jadeja,27,41,58,1,0,65.85,Australia,5th-Match,1384396
Glenn Maxwell,b Kuldeep Yadav,15,25,44,1,0,60.0,Australia,5th-Match,1384396
Alex Carey,lbw b Jadeja,0,2,1,0,0,0.0,Australia,5th-Match,1384396
Cameron Green,c Pandya b Ashwin,8,20,31,0,0,40.0,Australia,5th-Match,1384396
Pat Cummins,c Iyer b Bumrah,15,24,26,1,1,62.5,Australia,5th-Match,1384396
Mitchell Starc,c Iyer b Mohammed Siraj,28,35,58,2,1,80.0,Australia,5th-Match,1384396
Adam Zampa,c Kohli b Pandya,6,20,28,0,0,30.0,Australia,5th-Match,1384396
Josh Hazlewood,not out,1,1,6,0,0,100.0,Australia,5th-Match,1384396
Rohit Sharma,lbw b Hazlewood,0,6,10,0,0,0.0,India,5th-Match,1384396
Ishan Kishan,c Green b Starc,0,1,3,0,0,0.0,India,5th-Match,1384396
Virat Kohli,c Labuschagne b Hazlewood,85,116,171,6,0,73.27,India,5th-Match,1384396
Shreyas Iyer,c Warner b Hazlewood,0,3,2,0,0,0.0,India,5th-Match,1384396
KL Rahul,not out,97,115,180,8,2,84.34,India,5th-Match,1384396
Hardik Pandya,not out,11,8,17,0,1,137.5,India,5th-Match,1384396
batsmen,wicket,runs_scored,balls_faced,minutes_played,fours,sixes,strike_rate,country,match_name,scorecard_id
Quinton de Kock,c de Silva b Pathirana,100,84,140,12,3,119.04,South Africa,4th-Match,1384395
Temba Bavuma,lbw b Madushanka,8,5,9,2,0,160.0,South Africa,4th-Match,1384395
Rassie van der Dussen,c Samarawickrama b Wellalage,108,110,161,13,2,98.18,South Africa,4th-Match,1384395
Aiden Markram,c Rajitha b Madushanka,106,54,84,14,3,196.29,South Africa,4th-Match,1384395
Heinrich Klaasen,c Shanaka b Rajitha,32,20,30,1,3,160.0,South Africa,4th-Match,1384395
David Miller,not out,39,21,36,3,2,185.71,South Africa,4th-Match,1384395
Marco Jansen,not out,12,7,15,0,1,171.42,South Africa,4th-Match,1384395
Pathum Nissanka,b Jansen,0,3,6,0,0,0.0,Sri Lanka,4th-Match,1384395
Kusal Perera,b Jansen,7,15,42,1,0,46.66,Sri Lanka,4th-Match,1384395
Kusal Mendis,c Klaasen b Rabada,76,42,55,4,8,180.95,Sri Lanka,4th-Match,1384395
Sadeera Samarawickrama,c Jansen b Coetzee,23,19,22,3,1,121.05,Sri Lanka,4th-Match,1384395
Charith Asalanka,c sub (RR Hendricks) b Ngidi,79,65,83,8,4,121.53,Sri Lanka,4th-Match,1384395
Dhananjaya de Silva,c sub (AL Phehlukwayo) b Maharaj,11,14,28,1,0,78.57,Sri Lanka,4th-Match,1384395
Dasun Shanaka,b Maharaj,68,62,86,6,3,109.67,Sri Lanka,4th-Match,1384395
Dunith Wellalage,c Klaasen b Coetzee,0,1,2,0,0,0.0,Sri Lanka,4th-Match,1384395
Kasun Rajitha,c Markram b Coetzee,33,31,52,4,1,106.45,Sri Lanka,4th-Match,1384395
Matheesha Pathirana,b Rabada,5,16,25,1,0,31.25,Sri Lanka,4th-Match,1384395
Dilshan Madushanka,not out,4,2,4,1,0,200.0,Sri Lanka,4th-Match,1384395
batsmen,wicket,runs_scored,balls_faced,minutes_played,fours,sixes,strike_rate,country,match_name,scorecard_id
Rahmanullah Gurbaz,c Tanzid Hasan b Mustafizur Rahman,47,62,112,4,1,75.8,Afghanistan,3rd-Match,1384394
Ibrahim Zadran,c Tanzid Hasan b Shakib Al Hasan,22,25,41,3,1,88.0,Afghanistan,3rd-Match,1384394
Rahmat Shah,c Litton Das b Shakib Al Hasan,18,25,30,1,0,72.0,Afghanistan,3rd-Match,1384394
Hashmatullah Shahidi,c Towhid Hridoy b Mehidy Hasan Miraz,18,38,34,2,0,47.36,Afghanistan,3rd-Match,1384394
Najibullah Zadran,b Shakib Al Hasan,5,13,16,0,0,38.46,Afghanistan,3rd-Match,1384394
Mohammad Nabi,b Taskin Ahmed,6,12,19,0,0,50.0,Afghanistan,3rd-Match,1384394
Azmatullah Omarzai,b Shoriful Islam,22,20,32,4,0,110.0,Afghanistan,3rd-Match,1384394
Rashid Khan,b Mehidy Hasan Miraz,9,16,16,1,0,56.25,Afghanistan,3rd-Match,1384394
Mujeeb Ur Rahman,b Mehidy Hasan Miraz,1,4,9,0,0,25.0,Afghanistan,3rd-Match,1384394
Naveen-ul-Haq,c Towhid Hridoy b Shoriful Islam,0,6,8,0,0,0.0,Afghanistan,3rd-Match,1384394
Fazalhaq Farooqi,not out,0,3,3,0,0,0.0,Afghanistan,3rd-Match,1384394
Tanzid Hasan,run out (Najibullah Zadran),5,13,19,1,0,38.46,Bangladesh,3rd-Match,1384394
Litton Das,b Fazalhaq Farooqi,13,18,29,2,0,72.22,Bangladesh,3rd-Match,1384394
Mehidy Hasan Miraz,c Rahmat Shah b Naveen-ul-Haq,57,73,89,5,0,78.08,Bangladesh,3rd-Match,1384394
Najmul Hossain Shanto,not out,59,83,112,3,1,71.08,Bangladesh,3rd-Match,1384394
Shakib Al Hasan,c Fazalhaq Farooqi b Azmatullah Omarzai,14,19,24,2,0,73.68,Bangladesh,3rd-Match,1384394
Mushfiqur Rahim,not out,2,3,6,0,0,66.66,Bangladesh,3rd-Match,1384394
batsmen,wicket,runs_scored,balls_faced,minutes_played,fours,sixes,strike_rate,country,match_name,scorecard_id
Fakhar Zaman,c & b van Beek,12,15,14,3,0,80.0,Pakistan,2nd-Match,1384393
Imam-ul-Haq,c Dutt b van Meekeren,15,19,40,2,0,78.94,Pakistan,2nd-Match,1384393
Babar Azam,c Saqib Zulfiqar b Ackermann,5,18,20,0,0,27.77,Pakistan,2nd-Match,1384393
Mohammad Rizwan,b de Leede,68,75,104,8,0,90.66,Pakistan,2nd-Match,1384393
Saud Shakeel,c Saqib Zulfiqar b Dutt,68,52,84,9,1,130.76,Pakistan,2nd-Match,1384393
Iftikhar Ahmed,c Edwards b de Leede,9,11,22,1,0,81.81,Pakistan,2nd-Match,1384393
Mohammad Nawaz,run out (van Meekeren/Ackermann),39,43,66,4,0,90.69,Pakistan,2nd-Match,1384393
Shadab Khan,b de Leede,32,34,42,2,1,94.11,Pakistan,2nd-Match,1384393
Hasan Ali,lbw b de Leede,0,1,2,0,0,0.0,Pakistan,2nd-Match,1384393
Shaheen Shah Afridi,not out,13,12,23,2,0,108.33,Pakistan,2nd-Match,1384393
Haris Rauf,st Edwards b Ackermann,16,14,10,2,1,114.28,Pakistan,2nd-Match,1384393
Vikramjit Singh,c Fakhar Zaman b Shadab Khan,52,67,97,4,1,77.61,Netherlands,2nd-Match,1384393
Max O'Dowd,c Shaheen Shah Afridi b Hasan Ali,5,12,24,1,0,41.66,Netherlands,2nd-Match,1384393
Colin Ackermann,b Iftikhar Ahmed,17,21,24,3,0,80.95,Netherlands,2nd-Match,1384393
Bas de Leede,b Mohammad Nawaz,67,68,92,6,2,98.52,Netherlands,2nd-Match,1384393
Teja Nidamanuru,c Fakhar Zaman b Haris Rauf,5,9,10,1,0,55.55,Netherlands,2nd-Match,1384393
Scott Edwards,lbw b Haris Rauf,0,2,2,0,0,0.0,Netherlands,2nd-Match,1384393
Saqib Zulfiqar,lbw b Shaheen Shah Afridi,10,18,24,1,0,55.55,Netherlands,2nd-Match,1384393
Roelof van der Merwe,run out (Babar Azam/Mohammad Rizwan),4,7,18,0,0,57.14,Netherlands,2nd-Match,1384393
Logan van Beek,not out,28,28,36,3,1,100.0,Netherlands,2nd-Match,1384393
Aryan Dutt,b Hasan Ali,1,2,6,0,0,50.0,Netherlands,2nd-Match,1384393
Paul van Meekeren,b Haris Rauf,7,12,17,1,0,58.33,Netherlands,2nd-Match,1384393
batsmen,wicket,runs_scored,balls_faced,minutes_played,fours,sixes,strike_rate,country,match_name,scorecard_id
Jonny Bairstow,c Mitchell b Santner,33,35,57,4,1,94.28,England,1st-Match,1384392
Dawid Malan,c Latham b Henry,14,24,36,2,0,58.33,England,1st-Match,1384392
Joe Root,b Phillips,77,86,140,4,1,89.53,England,1st-Match,1384392
Harry Brook,c Conway b Ravindra,25,16,20,4,1,156.25,England,1st-Match,1384392
Moeen Ali,b Phillips,11,17,20,1,0,64.7,England,1st-Match,1384392
Jos Buttler,c Latham b Henry,43,42,48,2,2,102.38,England,1st-Match,1384392
Liam Livingstone,c Henry b Boult,20,22,23,3,0,90.9,England,1st-Match,1384392
Sam Curran,c Latham b Henry,14,19,30,0,0,73.68,England,1st-Match,1384392
Chris Woakes,c Young b Santner,11,12,15,1,0,91.66,England,1st-Match,1384392
Adil Rashid,not out,15,13,23,0,1,115.38,England,1st-Match,1384392
Mark Wood,not out,13,14,19,0,0,92.85,England,1st-Match,1384392
Devon Conway,not out,152,121,147,19,3,125.61,New Zealand,1st-Match,1384392
Will Young,c Buttler b Curran,0,1,5,0,0,0.0,New Zealand,1st-Match,1384392
Rachin Ravindra,not out,123,96,141,11,5,128.12,New Zealand,1st-Match,1384392
